epoch,train_loss,val_loss,val_accuracy,val_sample_precision,val_sample_recall,val_sample_f1,val_sample_jaccard,val_fitting_error,val_cosine_similarity,val_auc,learning_rate
1,0.04818104224410457,0.021952446095803112,0.9696130303973441,0.8101108591584784,0.8543243470227597,0.8156665659443437,0.71445620223398,0.0,0.924542157683889,0.9764635347174393,0.00042134764045106217
2,0.02391698713120825,0.018463945263632077,0.9744579313206764,0.83781179138322,0.8859406231628455,0.8474950461061572,0.7588112034937432,0.0,0.9403970874973672,0.9832346193872522,0.00042134764045106217
3,0.020860231541891216,0.016921712359581044,0.9748832866479925,0.824971025447216,0.9109588897287311,0.8528419478816304,0.7643871252204585,0.0,0.9481003589512484,0.9864466138709629,0.00042134764045106217
4,0.019101495439368312,0.015939640483409956,0.9775702873742089,0.854347442680776,0.909139371798102,0.8684740979185425,0.7886864869404552,0.0,0.9523226559399977,0.9878261917914303,0.00042134764045106217
5,0.01788261247093445,0.01549481029016158,0.9776325344952796,0.8504232804232805,0.9115131855211219,0.8678627207595462,0.7873574368018812,0.0,0.9506374696091178,0.9887148157794027,0.00042134764045106217
6,0.017095845155502394,0.01504635824452317,0.9789293495175848,0.8679805996472664,0.9130551356345008,0.8782736179164751,0.8039911396657429,0.0,0.9510574275822373,0.9896892750859833,0.00042134764045106217
7,0.016411299932570685,0.014715323474987474,0.980132793858284,0.8767359536407155,0.9142626186276981,0.8836021782450355,0.8112685815066767,0.0,0.9540639826845237,0.9901846445395949,0.00042134764045106217
8,0.015739212329594455,0.0141858149536703,0.9804751530241727,0.8805782312925169,0.9141555387587134,0.8858815479053574,0.8145947761820779,0.0,0.9536570735121607,0.9911118749150604,0.00042134764045106217
9,0.015256253807317642,0.014501130354230996,0.9792302106027596,0.8642894935752078,0.9180633240950702,0.8787313759139157,0.8031743932140758,0.0,0.954251001666029,0.9908157792806906,0.00042134764045106217
10,0.014784592192814328,0.013876847225049185,0.9814814814814815,0.8932980599647267,0.9133696565045772,0.8924808730364286,0.8247243218274963,0.0,0.954235990572137,0.9914694987076166,0.00042134764045106217
11,0.014496027865782886,0.013735735581980811,0.9796244423695404,0.8620080624842529,0.9223605862097926,0.8797968433682719,0.8047923490383808,0.0,0.9564907310012829,0.9916040645832281,0.00042134764045106217
12,0.013965614865240462,0.013650718910826577,0.9818342151675485,0.8960418241370623,0.9136638112034938,0.8935402898101311,0.8258961115310322,0.0,0.9560448105152602,0.9919386532748352,0.00042134764045106217
13,0.013727642627023246,0.013521215537434848,0.9798319327731092,0.8593197278911565,0.9282176450827245,0.8819804636868129,0.8076314352901656,0.0,0.956941596278189,0.9919316878229651,0.00042134764045106217
14,0.013320432290806521,0.013468053016476531,0.9810872497147007,0.874681279919375,0.9224139161837575,0.8870545959038023,0.8152301167380532,0.0,0.9562356017856615,0.9920852169015559,0.00042134764045106217
15,0.013178635789018098,0.013085939245367492,0.980485527544351,0.8723469387755101,0.9260447635844462,0.8871426163489655,0.8158614680440076,0.0,0.9559821643692415,0.9925455222646412,0.00042134764045106217
