epoch,train_loss,val_loss,val_accuracy,val_sample_precision,val_sample_recall,val_sample_f1,val_sample_jaccard,val_fitting_error,val_cosine_similarity,val_auc,learning_rate
1,0.045943420246885476,0.022518662574193465,0.9687519452225335,0.7980700428319475,0.8614978584026204,0.8139523410158331,0.7116893424036281,0.0,0.925602376116359,0.9746295482395638,0.0004067509420846417
2,0.02460323089222654,0.01897872331990767,0.973814711069613,0.8393386243386243,0.8824466700260352,0.8467513541719891,0.7586083816242547,0.0,0.9366305613162434,0.9816733796051662,0.0004067509420846417
3,0.020991609029286033,0.017169201452896077,0.9762838468720821,0.8593927941546989,0.8964556563366088,0.863670394860871,0.7820687410766775,0.0,0.9466790670017562,0.9859594855610745,0.0004067509420846417
4,0.01927704747022888,0.015773480461427458,0.977642909015458,0.8507848324514992,0.9129270597127739,0.8689078470030851,0.7894520030234315,0.0,0.949430171081158,0.9882341581912297,0.0004067509420846417
5,0.01798350208115821,0.015377144564790701,0.9796970640107895,0.8796560846560848,0.9055826404635929,0.8805955655162004,0.807281431090955,0.0,0.9527146395596923,0.9890296392385286,0.0004067509420846417
6,0.017306255889621452,0.014772119490360771,0.9797904346923955,0.87381960191484,0.9128502141597379,0.8809071146372734,0.8070181405895692,0.0,0.9538698275960241,0.9899730656698967,0.0004067509420846417
7,0.016511641978339004,0.014570556570179563,0.9789189749974063,0.8623708742756362,0.9165497186528933,0.8764541733986179,0.8002941546989166,0.0,0.9535731175575632,0.9906479262748444,0.0004067509420846417
8,0.01575805097396006,0.014102157440884088,0.9813258636788048,0.8935424540186445,0.9133761652809271,0.891567844266257,0.8238662131519274,0.0,0.9538734946817291,0.991065556258371,0.0004067509420846417
9,0.01537789203809435,0.0139549908356337,0.9797385620915032,0.8681481481481481,0.9215138154027043,0.882242588393382,0.8086568825060889,0.0,0.9556262908627546,0.9911609381980708,0.0004067509420846417
10,0.014612014673211002,0.013999375414655164,0.9801120448179271,0.8736646510456034,0.9218060804568742,0.8852439315534554,0.8132161753590325,0.0,0.9547594394366885,0.9911590551722838,0.0004067509420846417
11,0.01434175520586251,0.013847211411311513,0.9814088598402324,0.8878710002519526,0.9169257579575041,0.8911592185004884,0.8227221382380113,0.0,0.9551389377910878,0.9911538354422371,0.0004067509420846417
12,0.014039890638757454,0.013366610820962008,0.9798215582529308,0.8641924918115395,0.9265037372973881,0.8828968400793797,0.8096867388930882,0.0,0.9566409802231746,0.9918939466683857,0.0004067509420846417
13,0.013867467719123883,0.013279378004667778,0.980246913580247,0.8696523053665912,0.9258560090702949,0.8854576787116469,0.8132438901486521,0.0,0.9566456097515336,0.9922059702890147,0.0004067509420846417
