epoch,train_loss,val_loss,val_accuracy,val_sample_precision,val_sample_recall,val_sample_f1,val_sample_jaccard,val_fitting_error,val_cosine_similarity,val_auc,learning_rate
1,0.043315161523026946,0.02134540268569869,0.9686378255005706,0.7902431342907532,0.8754493155286805,0.8157973522656062,0.7127800873435794,0.0,0.929162428312817,0.9761896213011969,0.0004749080237694725
2,0.02294049657408207,0.018161580367654404,0.974260815437286,0.8341257243638196,0.89314961787184,0.8489594693959774,0.76032480893592,0.0,0.9403930057296497,0.9834846353755361,0.0004749080237694725
3,0.01997895786821707,0.017122773378693237,0.9741155721547878,0.8225296044343663,0.9050865037372975,0.848420537428474,0.7580213319895859,0.0,0.9485901961275169,0.9864975710769005,0.0004749080237694725
4,0.01848653317460803,0.01612230270963024,0.9781720095445585,0.8725396825396825,0.9030500965818427,0.8741595103896691,0.7971414446811272,0.0,0.9500888763190918,0.9878242542799432,0.0004749080237694725
5,0.017584363811241798,0.015181940838339783,0.9789086004772279,0.867687074829932,0.9137580834803056,0.8785635778096096,0.8035130595448055,0.0,0.9507605427795008,0.9893201272046687,0.0004749080237694725
6,0.016507521950029462,0.014966677086891006,0.9776636580558149,0.8563177122700932,0.919687158814143,0.874289688853181,0.7976041404216007,0.0,0.953521778883252,0.9898399491139014,0.0004749080237694725
7,0.015902345918980584,0.014554312385658108,0.9793650793650793,0.8632375913328294,0.9177093306458386,0.878360409431838,0.8027373317452683,0.0,0.9524129050125468,0.9903996589142884,0.0004749080237694725
8,0.015494997978480765,0.014596688398529612,0.9810768751945222,0.8965356512975561,0.9066822037456959,0.8898107271916795,0.8207204509188636,0.0,0.9532065571290705,0.9905847119658664,0.0004749080237694725
9,0.014802126595729333,0.014170894554998509,0.9782965037866999,0.851609977324263,0.9225606785924246,0.8740344913757613,0.7960977499866388,0.0,0.9545327104981083,0.9911421951173187,0.0004749080237694725
10,0.01455222571948691,0.013960983319375566,0.9808382612304181,0.8832111363063745,0.9189829512051734,0.8900588990668356,0.8209687578735197,0.0,0.9561597430883428,0.990806253727403,0.0004749080237694725
