epoch,train_loss,val_loss,val_accuracy,val_sample_precision,val_sample_recall,val_sample_f1,val_sample_jaccard,val_fitting_error,val_cosine_similarity,val_auc,learning_rate
1,0.04029056335336902,0.020693174187862685,0.9722689075630252,0.8340073066263541,0.8672287309985722,0.8354501245374262,0.7424260938943479,0.0,0.9308823385928405,0.9787264435217565,0.0005646220681419585
2,0.022458518436706525,0.01778461974725206,0.9747587924058513,0.8511552028218695,0.8876154782900815,0.8547620853573235,0.7691565885613506,0.0,0.9434874504320994,0.9850135353520889,0.0005646220681419585
3,0.019931184479337432,0.01639797184419222,0.9779956427015251,0.8753766691861931,0.8954027042915932,0.8719735393941743,0.7938995968757874,0.0,0.9473972137448613,0.988226982787796,0.0005646220681419585
4,0.018359168718596434,0.015522771263642916,0.9757028737420894,0.8342353237591332,0.9153966154362979,0.8607277995373234,0.7767220962459057,0.0,0.95257406372622,0.989615223208065,0.0005646220681419585
5,0.017189054940394265,0.015169946853288267,0.9780578898225957,0.8638246409674981,0.910181615856219,0.8728678831456609,0.7949842529604434,0.0,0.9516810622309234,0.9899379056845385,0.0005646220681419585
6,0.01642905273590904,0.014369447275050103,0.9791472144413321,0.8655971277399848,0.917616738053246,0.8789356102451341,0.8039680440077266,0.0,0.9536891854819315,0.9910099452471893,0.0005646220681419585
7,0.015897828784017336,0.014506167013730321,0.9779333955804544,0.8548349710254473,0.9207031578063324,0.8738715884350806,0.7967617787855883,0.0,0.9539671874336563,0.9908138635634834,0.0005646220681419585
8,0.015351708936177684,0.014356998658724248,0.9791057163606183,0.8623620559334846,0.9155198622658941,0.875921499135785,0.7994587217603091,0.0,0.9519364912752608,0.9912020683631814,0.0005646220681419585
9,0.014855801813355109,0.014136416328055833,0.9781408859840233,0.8523066263542453,0.9239835810867557,0.8746274522068174,0.7968568909045098,0.0,0.9545827533314594,0.9913460544530608,0.0005646220681419585
10,0.01466416182448399,0.014022717474117166,0.9811702458761282,0.8945364071554547,0.9098780129335685,0.8900297747519971,0.8210720584530109,0.0,0.9535396662367759,0.9916628691828975,0.0005646220681419585
11,0.014233344139493242,0.013611627936796851,0.9800912957775703,0.8691924918115395,0.9257485092802552,0.8851578506737238,0.8134706475182666,0.0,0.9558316256263707,0.9922537920245443,0.0005646220681419585
12,0.013926645338771835,0.013455199849392687,0.9802054154995331,0.8696409674981104,0.9249882422104645,0.8851081384811544,0.8124294532627867,0.0,0.9557364152041036,0.9923638284380785,0.0005646220681419585
13,0.013492111969409751,0.013478825883890586,0.9806618943873846,0.8794356261022929,0.9238109935332157,0.8894671245861723,0.8193797766019988,0.0,0.9567857296506411,0.9919095077842659,0.0005646220681419585
14,0.01320207787217264,0.013500290155095398,0.9811598713559498,0.8875371630133535,0.9205085243974134,0.8916577616974443,0.8235248173343412,0.0,0.9555541228329545,0.9920447529149357,0.0005646220681419585
15,0.013037047472670505,0.013403820849600293,0.9798111837327523,0.8654132023179641,0.9267078189300412,0.8836951334967208,0.8110233476106492,0.0,0.9562047535991653,0.9921881055177443,0.0005646220681419585
16,0.012929528513226379,0.013253906262772425,0.9813051146384479,0.8787969261778786,0.9295926765768037,0.8921887269109491,0.8238135130595448,0.0,0.957359121796841,0.992260176295616,0.0005646220681419585
17,0.012606199531311216,0.013300466168888662,0.9803299097416744,0.8695628621819098,0.9297797514067355,0.8869099316321538,0.8150596287897875,0.0,0.9573503655476913,0.9923194393016401,0.0005646220681419585
18,0.012560531693825375,0.013250486444307383,0.9822491959746862,0.8904081632653061,0.92439678340472,0.8962400400892466,0.8296909381036365,0.0,0.9565643405397499,0.9923983236978979,0.0005646220681419585
19,0.012377368591202089,0.01321872519427743,0.9806930179479199,0.875633660871756,0.9263468967834048,0.8888376335598558,0.8183230452674897,0.0,0.9565745064713076,0.9924872690602543,0.0005646220681419585
20,0.012131559577624814,0.012925143582283189,0.980153542898641,0.8610456034265558,0.9336455446376082,0.884521974204514,0.8112244897959184,0.0,0.9575308827598752,0.9930118174223311,0.0005646220681419585
21,0.011992185482599027,0.012855329653297467,0.9815956012034444,0.8843411438649534,0.9251413034349543,0.8935161061748363,0.8258809943730578,0.0,0.9576639101195166,0.9927788685346717,0.0005646220681419585
22,0.0118142465205521,0.013043783407993418,0.9812324929971988,0.8738750314940791,0.9299731250524902,0.8898478050462179,0.8202899554883681,0.0,0.9572209199550075,0.9927208114788043,0.0005646220681419585
